Title,Year,Male Authors,Female Authors,Unknown Gender Authors,First Author Female,Last Author Female,Total Authors
Using object oriented analysis design workflow engine for manufacturing industry in IoT,2021,1,0,1,False,False,2
IoT meets BPM: a bidirectional communication architecture for IoT-aware process execution,2020,4,0,0,False,False,4
Eliciting Process Knowledge Through Process Stories,2020,3,1,0,False,False,4
Using business process models for the specification of manufacturing operations,2020,2,1,1,False,False,4
The effect of risk representation using colors and symbols in business process models on operational risk management performance,2021,1,0,1,False,False,2
Business process management of virtual enterprise based on augmented reality,2021,5,0,1,False,False,6
Toward a methodology for case modeling,2020,6,2,1,False,False,9
Data analytics-enable production visibility for Cyber-Physical Production Systems,2020,4,0,1,False,False,5
Integrating exploitative and explorative thinking in business process analysis: A conceptual model and method; [Integrando os pensamentos analítico e intuitivo na análise de processos de negócio],2021,1,1,0,True,False,2
Organizational knowledge in the I4.0 using BPMN: A case study,2021,0,2,0,True,True,2
A Methodology for Tenant Migration in Legacy Shared-Table Multi-tenant Applications,2021,4,0,0,False,False,4
"Blockchain and internet of things for business process management: theory, challenges, and key success factors",2020,1,0,1,False,False,2
Co-creating service-dominant business artifacts with action design research: Towards ambidextrous business process management; [Co-criação de artefatos empresariais de serviços-dominantes com action design research],2021,1,0,0,False,False,1
Representation and presentation of knowledge and processes – an integrated approach for a dynamic communication-intensive environment,2021,2,3,0,False,False,5
Computational decision support system in healthcare: A review and analysis,2021,0,1,0,True,True,1
An Empirical Investigation of the Relationship Between Business Process Transparency and Business Process Attack,2021,1,1,0,True,False,2
On understanding the value of domain modeling,2021,2,0,0,False,False,2
Business process models in the context of predictive process monitoring,2021,1,0,0,False,False,1
A contract-based workflow execution framework for realizing artifact-centric business processes in a dynamic and collaborative environment,2020,1,1,0,False,True,2
Implementation of Aspect-oriented Business Process Models with Web Services,2020,2,2,0,False,False,4
Modeling and Implementing of Industrie 4.0 Scenarios,2021,4,0,0,False,False,4
Competency Cataloging and Localization to Support Organizational Agility in BPM,2020,2,2,0,False,True,4
An analytics architecture for procurement,2020,3,0,0,False,False,3
Enterprise System Capabilities for Organizational Change in the BPM Life Cycle,2020,3,0,0,False,False,3
BPRIM: An integrated framework for business process management and risk management,2020,5,1,0,False,False,6
Process mining-based anomaly detection of additive manufacturing process activities using a game theory modeling approach,2020,1,1,0,True,False,2
Digitalization in the sea-land supply chain: experiences from Italy in rethinking the port operations within inter-organizational relationships,2020,0,2,0,True,True,2
Contributions of business process management promotion techniques to knowledge management: empirical evidence,2020,2,2,0,True,False,4
IoT-based smart home process management using a workflow approach,2020,2,1,0,False,True,3
UniFlexView: A unified framework for consistent construction of BPMN and BPEL process views,2020,1,2,0,True,True,3
Process mining supported process redesign: Matching problems with solutions,2020,3,0,1,False,False,4
"Time and business process management: Problems, achievements, challenges",2020,2,0,0,False,False,2
YAWL: An open source Business Process Management System from science for science,2020,3,0,0,False,False,3
Strategy archetypes for digital transformation: Defining meta objectives using business process management,2020,4,0,0,False,False,4
Improving Emergency Department Through Business Process Redesign: An empirical study,2020,4,0,0,False,False,4
A novel completeness definition of event logs and corresponding generation algorithm,2020,5,2,0,False,False,7
Towards the generalized criterion for evaluation of business process model quality,2020,2,0,0,False,False,2
Runtime verification for business processes utilizing the Bitcoin blockchain,2020,4,0,0,False,False,4
Security requirements engineering framework with BPMN 2.0.2 extension model for development of information systems,2020,2,1,0,True,False,3
A Classification of Digital-Oriented Work Practices,2020,1,1,0,False,True,2
Effective utilization of supervised learning techniques for process model matching,2020,3,0,0,False,False,3
SentiProMo: A Sentiment Analysis-Enabled Social Business Process Modeling Tool,2020,1,0,1,False,False,2
On the Complexity of Resource Controllability in Business Process Management,2020,3,0,0,False,False,3
Securing sensitive data in body area sensor network using blockchain technique,2020,1,0,1,False,False,2
Using metadata for recommending business process,2020,3,0,3,False,False,6
A Report on the WI-2019-Workshop on Model-Based Compliance in Information Systems,2020,10,1,0,False,False,11
Business Process Model Patterns: Classification and Repository of Published Work,2020,4,1,0,False,False,5
Discovering process models for the analysis of application failures under uncertainty of event logs,2020,3,1,0,False,True,4
A composite machine-learning-based framework for supporting low-level event logs to high-level business process model activities mappings enhanced by flexible BPMN model translation,2020,0,0,5,False,False,5
BPM perspectives to support ICSs: Exploiting the integration of formal verifications into investment service provision processes,2020,3,1,0,False,False,4
Conceptualizing a Capability-Based View of Artificial Intelligence Adoption in a BPM Context,2020,1,1,0,False,True,2
Measuring data-centre workflows complexity through process mining: the Google cluster case,2020,4,1,0,False,False,5
Exploring interpretability for predictive process analytics,2020,1,2,0,True,True,3
A Hybrid Approach Based on Reuse Techniques for Autonomic Adaptation of Business Processes,2020,3,2,0,True,False,5
Sensor-based Human–Process Interaction in Discrete Manufacturing,2020,7,0,1,False,False,8
Building 'holistic' business process modelling skills for is graduates,2020,1,2,0,True,False,3
Existing Business Process Models for Model Construction of Multidimensional Business Knowledge: An MDA-Based Transformation Methodology,2020,2,1,0,True,False,3
Business process management and digital innovations: A systematic literature review,2020,1,1,0,False,True,2
Performance evaluation of web service response time probability distribution models for business process cycle time simulation,2020,2,0,0,False,False,2
Generating REST APIs for workow engines with process and data models,2020,1,1,0,False,True,2
"Digitalization, internationalization and scaling of online SMEs",2020,0,1,0,True,True,1
Extraction of missing tendency using decision tree learning in business process event log,2020,2,1,0,False,True,3
A BPM lifecycle plug-in for modeling methods agility,2020,4,0,0,False,False,4
Digital transformation and the new logics of business process management,2020,2,1,0,False,True,3
Selection of Intelligent Financial Management Models for Chinese Enterprises towards An Operational Framework,2020,2,0,0,False,False,2
Data Object Cardinalities in Flexible Business Processes,2020,2,0,0,False,False,2
Towards an Automated Assessment of Graphical (Business Process) Modelling Competences: A Research Agenda,2020,5,2,0,False,False,7
From event logs to goals: a systematic literature review of goal-oriented process mining,2020,2,0,0,False,False,2
Design point. an integrated E-learning & industry 4.0 fashion platform from Italy to Zambia,2020,0,1,0,True,True,1
XNAP: Making LSTM-Based Next Activity Predictions Explainable by Using LRP,2020,4,2,0,False,False,6
Agent-oriented Decision Support System for Business Processes Management with Genetic Algorithm Optimization: an Application in Healthcare,2020,4,1,0,False,True,5
Robotic process automation as a change agent for business processes: Experiences and expectations,2020,1,3,0,False,True,4
Toward configurable modeling for artifact-centric business processes,2020,2,1,0,False,False,3
Customer-centric prioritization of process improvement projects,2020,2,1,0,False,True,3
"Dynamic controllability and (J,K)-Resiliency in generalized constraint networks with uncertainty",2020,3,0,0,False,False,3
Heuristic load scheduling algorithm for stateful cloud bpm engine,2020,2,0,1,False,False,3
The HORSE project: The application of business process management for flexibility in smart manufacturing,2020,3,1,1,False,False,5
Exploratory study of the BPM tools used by romanian industrial service companies to increase business performance,2020,1,4,0,True,False,5
An ontology for BPM in digital transformation and innovation,2020,1,2,0,True,False,3
Method towards discovering potential opportunity information during cross-organisational business processes using role identification analysis within complex social network,2020,0,4,1,False,True,5
"The relation between BPM culture, BPM methods, and process performance: Evidence from quantitative field studies",2020,0,1,2,True,False,3
The Enterprise Architect as a Crisis Manager: Insights from Lufthansa,2020,4,1,0,False,False,5
A qualitative analysis of the state of the art in process extraction from text,2020,2,1,0,False,True,3
The Effect of Process Length on Process Acceptance,2020,2,0,0,False,False,2
Environmental Sustainability through Green Business Process Management,2020,0,2,0,True,True,2
Upgradeability Concept for Collaborative Blockchain-Based Business Process Execution Framework,2020,3,0,0,False,False,3
Evaluating support for implementing BPMN 2.0 elements in business process management systems,2020,3,1,0,False,True,4
ANALYSIS and APPLICATION of MIN-COST TRANSITION SYSTEMS to BUSINESS PROCESS MANAGEMENT,2020,1,1,1,False,True,3
Dynamically switching execution context in data-centric BPM approaches,2020,3,0,0,False,False,3
"Technology-, Human-, and Data-Driven Developments in Business Process Management: A Literature Analysis",2020,2,1,1,False,False,4
A Code-Efficient Process Scripting Language,2020,5,0,1,False,False,6
Assessing the relationship between bpm maturity and the success of organizations,2020,1,1,0,True,False,2
B-MERODE: A Model-Driven Engineering and Artifact-Centric Approach to Generate Blockchain-Based Information Systems,2020,2,1,0,False,True,3
Contribution of Open Source Software to the Management of Inclusive Entrepreneurships,2020,5,1,0,False,True,6
